RefSeq.mRNA.ID	length	RPKM	t5	Transcript.stable.ID	Gene.stable.ID	name
NM_173548	2293	18.6	2.29885057471264	ENST00000306910	ENSG00000171574	ZNF584
NM_173551	7147	5.57	6.4	ENST00000353234	ENSG00000165138	ANKS6
NM_173552	4091	8.35	2.1978021978022	ENST00000315691	ENSG00000181744	DIPK2A
NM_173553	1300	1.26	2.5	ENST00000682553	ENSG00000179046	TRIML2
NM_173555	3802	22.66	6	ENST00000287078	ENSG00000156521	TYSND1
NM_173562	5032	34.19	4.52173913043478	ENST00000373731	ENSG00000112078	KCTD20
NM_173566	1872	21.13	2.56410256410256	ENST00000327423	ENSG00000183530	PRR14L
NM_173570	3789	1.6	3.125	ENST00000330212	ENSG00000184307	ZDHHC23
NM_173575	2141	5.27	2.89855072463768	ENST00000298630	ENSG00000165752	STK32C
NM_173576	3619	8.61	2.63157894736842	ENST00000419761	ENSG00000150051	MKX
NM_173582	8519	4.91	3.33333333333333	ENST00000298198	ENSG00000165434	PGM2L1
NM_173584	1772	5.28	3.57142857142857	ENST00000450448	ENSG00000177685	CRACR2B
NM_173587	2659	24.5	3.63636363636364	ENST00000301459	ENSG00000167771	RCOR2
NM_173589	3222	1.37	3.38983050847458	ENST00000354685	ENSG00000179532	DNHD1
NM_173602	8715	19.97	6.22222222222222	ENST00000301180	ENSG00000066084	DIP2B
NM_173605	1625	2.01	2.4390243902439	ENST00000312942	ENSG00000198553	KCNRG
NM_173607	2856	5.33	5.05263157894737	ENST00000280987	ENSG00000151327	FAM177A1
NM_173611	1556	22.14	11.0588235294118	ENST00000397609	ENSG00000171262	FAM98B
NM_173618	1185	53.67	8.94117647058824	ENST00000563197	ENSG00000169592	INO80E
NM_173620	1953	3.55	3.57142857142857	ENST00000337014	ENSG00000169660	HEXD
NM_173626	2872	3.05	3.57142857142857	ENST00000361193	ENSG00000181045	SLC26A11
NM_173627	2858	2.39	2.5	ENST00000518137	ENSG00000173818	ENDOV
NM_173630	7111	3.88	2.98507462686567	ENST00000640769	ENSG00000176225	RTTN
NM_173631	2788	1.55	2.22222222222222	ENST00000282282	ENSG00000152433	ZNF547
NM_173632	4934	3.71	2.17391304347826	ENST00000317178	ENSG00000152443	ZNF776
NM_173636	4729	18.77	3.27868852459016	ENST00000270301	ENSG00000075702	WDR62
NM_173638	4046	1.14	6.22222222222222	ENST00000488031	ENSG00000266338	NBPF15
NM_173647	2452	20.9	3.57142857142857	ENST00000295317	ENSG00000163162	RNF149
NM_173654	4152	3.62	3.84615384615385	ENST00000295571	ENSG00000163378	EOGT
NM_173656	2200	5.61	2.22222222222222	ENST00000314686	ENSG00000177873	ZNF619
NM_173657	1931	4.49	2.35294117647059	ENST00000534941	ENSG00000174928	C3orf33
NM_173659	1218	32.79	9	ENST00000383820	ENSG00000156990	RPUSD3
NM_173660	2566	10.83	3.57142857142857	ENST00000340083	ENSG00000175920	DOK7
NM_173665	2030	3.03	2.24719101123596	ENST00000329378	ENSG00000185261	KIAA0825
NM_173666	2310	6.8	3.57142857142857	ENST00000510708	ENSG00000169570	DTWD2
NM_173674	2010	46.48	2.56410256410256	ENST00000296955	ENSG00000164465	DCBLD1
NM_173680	2246	1.84	2.27272727272727	ENST00000329630	ENSG00000196456	ZNF775
NM_173685	1258	28.53	2.53164556962025	ENST00000287437	ENSG00000156831	NSMCE2
NM_173690	1968	11.52	2.7027027027027	ENST00000373549	ENSG00000173611	SCAI
NM_173694	6135	5.06	9.64705882352941	ENST00000327569	ENSG00000101974	ATP11C
NM_173701	2884	52.67	19.68	ENST00000355338	ENSG00000140105	WARS1
NM_173791	3856	20.07	3.77358490566038	ENST00000334464	ENSG00000165650	PDZD8
NM_173793	1290	2.99	3.50877192982456	ENST00000399562	ENSG00000242259	C22orf39
NM_173794	1164	9.94	5.88235294117647	ENST00000378045	ENSG00000069509	FUNDC1
NM_173797	2755	8.37	3.17460317460317	ENST00000453514	ENSG00000164329	TENT2
NM_173803	2211	3	10.8571428571429	ENST00000287594	ENSG00000156968	MPV17L
NM_173803	2211	3	10.8571428571429	ENST00000612041	nan	nan
NM_173804	1654	1.57	2.40963855421687	ENST00000327042	ENSG00000180089	TMEM86B
NM_173808	5669	32.7	2.89855072463768	ENST00000357731	ENSG00000172260	NEGR1
NM_173809	2024	8.34	3.63636363636364	ENST00000370372	ENSG00000196072	BLOC1S2
NM_173810	1156	21.7	3.27868852459016	ENST00000316461	ENSG00000162222	TTC9C
NM_173811	1966	2.94	2.17391304347826	ENST00000326737	ENSG00000180423	HARBI1
NM_173814	4115	2.93	3.50877192982456	ENST00000389286	ENSG00000166450	PRTG
NM_173822	4002	6.02	2.4390243902439	ENST00000418596	ENSG00000155744	FAM126B
NM_173824	1382	9.7	2.24719101123596	ENST00000318887	ENSG00000179021	C3orf38
NM_173825	3883	5.19	8.375	ENST00000273375	ENSG00000144840	RABL3
NM_173826	3379	6.68	5.84615384615385	ENST00000342649	ENSG00000179152	TCAIM
NM_173827	4523	1.25	8.77777777777778	ENST00000295890	ENSG00000163626	COX18
NM_173828	2535	3.23	2.56410256410256	ENST00000297164	ENSG00000164620	RELL2
NM_173829	6856	4.01	3.2258064516129	ENST00000513458	ENSG00000153006	SREK1IP1
NM_173830	2537	1.93	2.85714285714286	ENST00000359793	ENSG00000183137	CEP57L1
NM_173831	2234	16.58	7.14285714285714	ENST00000617261	nan	nan
NM_173831	2234	16.58	7.14285714285714	ENST00000532158	ENSG00000181135	ZNF707
NM_173832	4786	1.67	5.84615384615385	ENST00000330701	ENSG00000181638	ZFP41
NM_173833	3644	26.51	5.2	ENST00000354914	ENSG00000168079	SCARA5
NM_173834	1209	22.98	5.63636363636364	ENST00000462683	ENSG00000181704	YIPF6
NM_173844	5029	2.45	6.42424242424242	ENST00000345724	ENSG00000172175	MALT1
NM_173854	4869	30.76	4.12903225806452	ENST00000367137	ENSG00000133065	SLC41A1
NM_173872	4058	15.03	6.83333333333333	ENST00000347613	ENSG00000109572	CLCN3
NM_174869	1723	23.13	9.71428571428572	ENST00000370092	ENSG00000067829	IDH3G
NM_174886	2076	30.59	2.12765957446809	ENST00000401449	ENSG00000177426	TGIF1
NM_174887	1016	8.16	3.50877192982456	ENST00000357896	ENSG00000109083	IFT20
NM_174889	650	43.06	2.35294117647059	ENST00000296597	ENSG00000164182	NDUFAF2
NM_174890	3256	2.75	4.14814814814815	ENST00000344646	ENSG00000172671	ZFAND4
NM_174891	1908	4.19	2.4390243902439	ENST00000547315	ENSG00000140104	CLBA1
NM_174893	841	11.58	19.3170731707317	ENST00000439424	ENSG00000258315	C17orf49
NM_174895	720	1.06	2.1505376344086	ENST00000311069	ENSG00000174788	PCP2
NM_174898	1015	1.8	2.32558139534884	ENST00000308528	ENSG00000144214	LYG1
NM_174902	2969	52.11	4.38095238095238	ENST00000315571	ENSG00000179241	LDLRAD3
NM_174905	1209	5.34	14.1538461538462	ENST00000252530	ENSG00000130244	FAM98C
NM_174907	1497	22.81	2.4390243902439	ENST00000356692	ENSG00000163605	PPP4R2
NM_174908	2454	8.25	8.19047619047619	ENST00000392456	ENSG00000152492	CCDC50
NM_174909	1207	13.1	3.03030303030303	ENST00000502346	ENSG00000174695	TMEM167A
NM_174910	747	3.09	2.46913580246914	ENST00000366774	ENSG00000184786	DYNLT2
NM_174910	747	3.09	2.46913580246914	ENST00000610291	nan	nan
NM_174912	1980	1.7	20.16	ENST00000374900	ENSG00000165591	FAAH2
NM_174913	2047	24.84	7.04761904761905	ENST00000644840	nan	nan
NM_174913	2047	24.84	7.04761904761905	ENST00000267425	ENSG00000196943	NOP9
NM_174916	7758	4.09	2.89855072463768	ENST00000290650	ENSG00000159459	UBR1
NM_174917	3555	8.14	3.84615384615385	ENST00000317447	ENSG00000176715	ACSF3
NM_174921	1683	1.94	3.50877192982456	ENST00000295958	ENSG00000163683	SMIM14
NM_174922	1969	3.13	2.66666666666667	ENST00000308860	ENSG00000173137	ADCK5
NM_174922	1969	3.13	2.66666666666667	ENST00000645968	nan	nan
NM_174923	936	13.19	3.77358490566038	ENST00000426546	ENSG00000159884	CCDC107
NM_174928	890	6.28	2.63157894736842	ENST00000382758	ENSG00000150456	EEF1AKMT1
NM_174929	5159	10.96	3.33333333333333	ENST00000265346	ENSG00000122515	ZMIZ2
NM_174931	885	2.72	2.46913580246914	ENST00000674370	ENSG00000152133	GPATCH11
NM_174933	1616	4.05	14.5454545454545	ENST00000308941	ENSG00000175287	PHYHD1
NM_174936	3636	31.64	6.35294117647059	ENST00000302118	ENSG00000169174	PCSK9
NM_174938	2537	2.47	2.35294117647059	ENST00000304195	ENSG00000172159	FRMD3
NM_174940	1637	2.76	3.07692307692308	ENST00000397512	ENSG00000177042	TMEM80
NM_174942	2341	8.98	3.63636363636364	ENST00000547754	ENSG00000139354	GAS2L3
NM_174944	1264	1.9	2.22222222222222	ENST00000287913	ENSG00000139908	TSSK4
NM_174944	1264	1.9	2.22222222222222	ENST00000643387	nan	nan
NM_174953	4857	2.99	7.61904761904762	ENST00000359983	ENSG00000074370	ATP2A3
NM_174954	4857	2.99	7.61904761904762	ENST00000359983	ENSG00000074370	ATP2A3
NM_174955	4857	2.99	7.61904761904762	ENST00000352011	ENSG00000074370	ATP2A3
NM_174956	4857	2.99	7.61904761904762	ENST00000309890	ENSG00000074370	ATP2A3
NM_174957	4857	2.99	7.61904761904762	ENST00000397043	ENSG00000074370	ATP2A3
NM_174958	4857	2.99	7.61904761904762	ENST00000397035	ENSG00000074370	ATP2A3
NM_174959	1500	2.05	3.84615384615385	ENST00000436657	ENSG00000157703	SVOPL
NM_174963	2478	5.06	2.5974025974026	ENST00000262915	ENSG00000126091	ST3GAL3
NM_174964	2478	5.06	2.5974025974026	ENST00000361392	ENSG00000126091	ST3GAL3
NM_174965	2478	5.06	2.5974025974026	ENST00000545417	ENSG00000126091	ST3GAL3
NM_174966	2478	5.06	2.5974025974026	ENST00000353126	ENSG00000126091	ST3GAL3
NM_174967	2478	5.06	2.5974025974026	ENST00000372362	ENSG00000126091	ST3GAL3
NM_174968	2478	5.06	2.5974025974026	ENST00000351035	ENSG00000126091	ST3GAL3
NM_174969	2478	5.06	2.5974025974026	ENST00000361400	ENSG00000126091	ST3GAL3
NM_174970	2478	5.06	2.5974025974026	ENST00000531451	ENSG00000126091	ST3GAL3
NM_174971	2478	5.06	2.5974025974026	ENST00000372372	ENSG00000126091	ST3GAL3
NM_174977	2499	1.38	3.63636363636364	ENST00000255858	ENSG00000133488	SEC14L4
NM_174983	2284	149.55	12.3529411764706	ENST00000355415	ENSG00000161091	MFSD12
NM_175039	1717	83.08	9.38461538461539	ENST00000335791	ENSG00000136840	ST6GALNAC4
NM_175040	1717	83.08	9.38461538461539	ENST00000361444	ENSG00000136840	ST6GALNAC4
NM_175054	412	91.57	3.17460317460317	ENST00000539745	ENSG00000197837	H4-16
NM_175055	452	18.56	5.5609756097561	ENST00000647549	nan	nan
NM_175055	452	18.56	5.5609756097561	ENST00000620438	ENSG00000196890	H2BU1
NM_175058	4848	3.98	10.1176470588235	ENST00000355661	ENSG00000166689	PLEKHA7
NM_175061	3210	13.73	2.63157894736842	ENST00000283928	ENSG00000153814	JAZF1
NM_175062	2216	2.04	2.66666666666667	ENST00000361132	ENSG00000146090	RASGEF1C
NM_175065	448	83.59	2.98507462686567	ENST00000331128	ENSG00000184270	H2AC21
NM_175066	2802	12.88	6.25	ENST00000397333	ENSG00000185163	DDX51
NM_175066	2802	12.88	6.25	ENST00000673535	nan	nan
NM_175069	2086	22.57	5.23076923076923	ENST00000379825	ENSG00000137074	APTX
NM_175073	2086	22.57	5.23076923076923	ENST00000379819	ENSG00000137074	APTX
NM_175080	2206	26.68	12	ENST00000551178	ENSG00000083454	P2RX5
NM_175085	3300	42.03	10.9565217391304	ENST00000361093	ENSG00000159131	GART
NM_175573	1410	194.68	5.57142857142857	ENST00000253003	ENSG00000130706	ADRM1
NM_175605	3171	1.36	2.7027027027027	ENST00000319980	ENSG00000032742	IFT88
NM_175609	3274	71.16	2.94117647058824	ENST00000353546	ENSG00000101199	ARFGAP1
NM_175610	7171	10.24	7.15789473684211	ENST00000621049	nan	nan
NM_175610	7171	10.24	7.15789473684211	ENST00000545208	ENSG00000104067	TJP1
NM_175611	3489	1.46	2.85714285714286	ENST00000389125	ENSG00000171189	GRIK1
NM_175617	519	46.1	15.1111111111111	ENST00000306061	ENSG00000169715	MT1E
NM_175623	9636	1.17	3.77358490566038	ENST00000550536	ENSG00000127328	RAB3IP
NM_175624	9636	1.17	3.77358490566038	ENST00000483530	ENSG00000127328	RAB3IP
NM_175625	9636	1.17	3.77358490566038	ENST00000362025	ENSG00000127328	RAB3IP
NM_175629	4395	11.28	3.7037037037037	ENST00000264709	ENSG00000119772	DNMT3A
NM_175630	4395	11.28	3.7037037037037	ENST00000406659	ENSG00000119772	DNMT3A
NM_175709	3966	1.21	2.5	ENST00000216133	ENSG00000100307	CBX7
NM_175736	10989	3.33	4.25	ENST00000335154	ENSG00000161791	FMNL3
NM_175744	1415	67.45	17.1428571428571	ENST00000339083	ENSG00000155366	RHOC
NM_175748	3507	26.41	8.12903225806452	ENST00000013070	ENSG00000012963	UBR7
NM_175748	3507	26.41	8.12903225806452	ENST00000619583	nan	nan
NM_175767	3242	17.86	6.82352941176471	ENST00000381287	ENSG00000134352	IL6ST
NM_175768	3409	10.47	3.27868852459016	ENST00000413795	ENSG00000164418	GRIK2
NM_175839	2203	4.02	9.46341463414634	ENST00000305958	ENSG00000088826	SMOX
NM_175840	2203	4.02	9.46341463414634	ENST00000339123	ENSG00000088826	SMOX
NM_175841	2203	4.02	9.46341463414634	ENST00000346595	ENSG00000088826	SMOX
NM_175842	2203	4.02	9.46341463414634	ENST00000278795	ENSG00000088826	SMOX
NM_175848	4353	16.85	3.44827586206897	ENST00000353855	ENSG00000088305	DNMT3B
NM_175849	4353	16.85	3.44827586206897	ENST00000348286	ENSG00000088305	DNMT3B
NM_175850	4353	16.85	3.44827586206897	ENST00000201963	ENSG00000088305	DNMT3B
NM_175852	4843	70.15	3.84615384615385	ENST00000373610	ENSG00000084652	TXLNA
NM_175854	4877	4.07	3.2258064516129	ENST00000380958	ENSG00000152520	PAN3
NM_175856	3523	3.39	2.5974025974026	ENST00000305031	ENSG00000198108	CHSY3
NM_175859	3947	6.55	9.03703703703704	ENST00000359276	ENSG00000047230	CTPS2
NM_175861	8821	12.74	9.64705882352941	ENST00000256062	ENSG00000133687	TMTC1
NM_175866	2901	26.08	9.1	ENST00000489294	ENSG00000152332	UHMK1
NM_175868	1787	13.55	10.7096774193548	ENST00000616035	ENSG00000197172	MAGEA6
NM_175871	1661	2.26	2.29885057471264	ENST00000674460	ENSG00000173928	SWSAP1
NM_175875	3145	2.82	4.75675675675676	ENST00000317578	ENSG00000177045	SIX5
NM_175876	5099	7.66	2.12765957446809	ENST00000366645	ENSG00000116903	EXOC8
NM_175886	1091	1.31	10.3333333333333	ENST00000506618	ENSG00000229937	PRPS1L1
NM_175888	2102	1.42	2.27272727272727	ENST00000314529	ENSG00000177842	ZNF620
NM_175902	1474	8.64	8.34782608695652	ENST00000329197	ENSG00000181396	OGFOD3
NM_175907	4132	6.42	3.03030303030303	ENST00000322342	ENSG00000180011	ZADH2
NM_175913	4802	1.52	3.07692307692308	ENST00000342272	ENSG00000149596	JPH2
NM_175920	4470	6.64	6.57142857142857	ENST00000395770	ENSG00000113441	LNPEP
NM_175921	5250	24.46	5.39130434782609	ENST00000381647	ENSG00000205765	C5orf51
NM_175932	1672	34.8	19.3333333333333	ENST00000431206	ENSG00000185627	PSMD13
NM_176071	2681	1.29	2.56410256410256	ENST00000393596	ENSG00000175591	P2RY2
NM_176072	2681	1.29	2.56410256410256	ENST00000393597	ENSG00000175591	P2RY2
NM_176096	2809	13.46	2.94117647058824	ENST00000338399	ENSG00000108465	CDK5RAP3
NM_176787	4861	2.56	3.50877192982456	ENST00000640252	ENSG00000197563	PIGN
NM_176792	2188	18.39	8.84210526315789	ENST00000318325	ENSG00000055950	MRPL43
NM_176793	2188	18.39	8.84210526315789	ENST00000299179	ENSG00000055950	MRPL43
NM_176794	2188	18.39	8.84210526315789	ENST00000342071	ENSG00000055950	MRPL43
NM_176795	1143	11.05	7.5	ENST00000417302	ENSG00000174775	HRAS
NM_176795	1143	11.05	7.5	ENST00000616241	nan	nan
NM_176801	4068	35.13	9.33333333333333	ENST00000398125	ENSG00000087274	ADD1
NM_176805	1136	16.98	10	ENST00000353598	ENSG00000181991	MRPS11
NM_176806	1532	13.85	13.3333333333333	ENST00000450852	ENSG00000164172	MOCS2
NM_176812	1685	36.14	7.5	ENST00000217402	ENSG00000101421	CHMP4B
NM_176814	4242	2.61	2.32558139534884	ENST00000265827	ENSG00000048405	ZNF800
NM_176816	3624	1.75	5.14285714285714	ENST00000396496	ENSG00000183323	CCDC125
NM_176816	3624	1.75	5.14285714285714	ENST00000619386	nan	nan
NM_176818	411	26.05	3.84615384615385	ENST00000551765	ENSG00000257218	GATC
NM_176824	3718	3.68	10	ENST00000264499	ENSG00000138686	BBS7
NM_176863	3228	101.69	8.75675675675676	ENST00000293362	ENSG00000131467	PSME3
NM_176866	1682	26.85	3.07692307692308	ENST00000432483	ENSG00000138777	PPA2
NM_176867	1682	26.85	3.07692307692308	ENST00000354147	ENSG00000138777	PPA2
NM_176869	1682	26.85	3.07692307692308	ENST00000341695	ENSG00000138777	PPA2
NM_176871	4611	2.67	17	ENST00000265810	ENSG00000120913	PDLIM2
NM_176877	8505	2.42	6.15384615384615	ENST00000371158	ENSG00000132849	PATJ
NM_176880	1316	17.23	2.77777777777778	ENST00000331552	ENSG00000184162	NR2C2AP
NM_176895	1641	12.52	5.66666666666667	ENST00000264775	ENSG00000067113	PLPP1
NM_177401	3812	39.9	2.56410256410256	ENST00000300952	ENSG00000167470	MIDN
NM_177417	1793	10.27	5.47368421052632	ENST00000391946	ENSG00000104892	KLC3
NM_177422	3578	11.62	5.71428571428571	ENST00000246314	ENSG00000126070	AGO3
NM_177423	5227	20.99	3.7037037037037	ENST00000672559	nan	nan
NM_177423	5227	20.99	3.7037037037037	ENST00000389547	ENSG00000131626	PPFIA1
NM_177424	2881	4.32	3.7037037037037	ENST00000373943	ENSG00000117758	STX12
NM_177438	10276	7.42	3.44827586206897	ENST00000343455	ENSG00000100697	DICER1
NM_177439	2051	38.82	10.8	ENST00000019019	ENSG00000068438	FTSJ1
NM_177441	2443	11.25	4.12121212121212	ENST00000319511	ENSG00000168591	TMUB2
NM_177444	6076	6.36	3.63636363636364	ENST00000318304	ENSG00000110841	PPFIBP1
NM_177452	3164	5.94	4.53333333333333	ENST00000347691	ENSG00000182400	TRAPPC6B
NM_177454	3575	2.4	6.66666666666667	ENST00000304698	ENSG00000144369	FAM171B
NM_177455	588	4.09	2.38095238095238	ENST00000609256	ENSG00000180535	BHLHA15
NM_177526	1394	74.77	16.4210526315789	ENST00000269812	ENSG00000141934	PLPP2
NM_177528	1322	1.08	2.5974025974026	ENST00000395630	ENSG00000197165	SULT1A2
NM_177529	1598	6.15	2.98507462686567	ENST00000314752	ENSG00000196502	SULT1A1
NM_177530	1598	6.15	2.98507462686567	ENST00000569554	ENSG00000196502	SULT1A1
NM_177533	840	12.17	3.50877192982456	ENST00000392568	ENSG00000183828	NUDT14
NM_177534	1598	6.15	2.98507462686567	ENST00000569554	ENSG00000196502	SULT1A1
NM_177536	1598	6.15	2.98507462686567	ENST00000350842	ENSG00000196502	SULT1A1
NM_177538	2122	7.22	6.35294117647059	ENST00000356079	ENSG00000119004	CYP20A1
NM_177543	1394	74.77	16.4210526315789	ENST00000327790	ENSG00000141934	PLPP2
NM_177559	2849	45.02	6.8	ENST00000217244	ENSG00000101266	CSNK2A1
NM_177560	2849	45.02	6.8	ENST00000349736	ENSG00000101266	CSNK2A1
NM_177925	2254	1.49	11.52	ENST00000544848	ENSG00000246705	H2AJ
NM_177937	3080	53.86	13.6551724137931	ENST00000388711	ENSG00000135052	GOLM1
NM_177938	2841	8.21	3.03030303030303	ENST00000343546	ENSG00000178467	P4HTM
NM_177939	2841	8.21	3.03030303030303	ENST00000383729	ENSG00000178467	P4HTM
NM_177947	3395	6.82	4.27586206896552	ENST00000471229	ENSG00000102401	ARMCX3
NM_177948	3395	6.82	4.27586206896552	ENST00000537169	ENSG00000102401	ARMCX3
NM_177949	2863	12.94	3.77358490566038	ENST00000356824	ENSG00000184867	ARMCX2
NM_177951	2409	16.38	3.2258064516129	ENST00000325658	ENSG00000100614	PPM1A
NM_177952	2409	16.38	3.2258064516129	ENST00000325642	ENSG00000100614	PPM1A
NM_177963	3520	1.83	5.14285714285714	ENST00000527043	ENSG00000173227	SYT12
NM_177964	1600	4.58	3.63636363636364	ENST00000409642	ENSG00000150556	LYPD6B
NM_177965	2254	1.62	3.2258064516129	ENST00000286688	ENSG00000156172	C8orf37
NM_177966	3923	15.37	3.50877192982456	ENST00000311180	ENSG00000174840	PDE12
NM_177967	2526	86.35	6.35294117647059	ENST00000376440	ENSG00000134882	UBAC2
NM_177968	3850	9.85	3.07692307692308	ENST00000378551	ENSG00000138032	PPM1B
NM_177969	3850	9.85	3.07692307692308	ENST00000345249	ENSG00000138032	PPM1B
NM_177974	4011	6.49	20.8235294117647	ENST00000345795	ENSG00000166734	GOLM2
NM_177976	1408	1.77	3.50877192982456	ENST00000394206	ENSG00000113966	ARL6
NM_177983	2265	63.92	8.83333333333333	ENST00000344034	ENSG00000115241	PPM1G
NM_177985	3169	5.17	8.12121212121212	ENST00000428992	ENSG00000162980	ARL5A
NM_177988	1222	25.27	11.2727272727273	ENST00000392659	ENSG00000136522	MRPL47
NM_177989	1956	61.92	13.2765957446809	ENST00000450518	ENSG00000136518	ACTL6A
NM_177995	4515	7.78	2.7027027027027	ENST00000375360	ENSG00000158079	PTPDC1
NM_177996	6276	7.42	9.45454545454546	ENST00000441639	ENSG00000088367	EPB41L1
NM_177999	4653	32.19	3.03030303030303	ENST00000277459	ENSG00000148331	ASB6
NM_178000	2841	123.15	13.0588235294118	ENST00000393370	ENSG00000119383	PTPA
NM_178001	2841	123.15	13.0588235294118	ENST00000337738	ENSG00000119383	PTPA
NM_178003	2841	123.15	13.0588235294118	ENST00000355007	ENSG00000119383	PTPA
NM_178006	5886	4.06	2.35294117647059	ENST00000336934	ENSG00000133121	STARD13
NM_178007	5886	4.06	2.35294117647059	ENST00000255486	ENSG00000133121	STARD13
NM_178009	4248	5.29	2.8169014084507	ENST00000337343	ENSG00000102780	DGKH
NM_178019	1338	4.61	2.32558139534884	ENST00000282611	ENSG00000152705	CATSPER3
NM_178031	3520	34.84	11	ENST00000453848	ENSG00000006118	TMEM132A
NM_178039	7051	11.34	3.7037037037037	ENST00000543086	ENSG00000082805	ERC1
NM_178040	7051	11.34	3.7037037037037	ENST00000360905	ENSG00000082805	ERC1
NM_178042	1956	61.92	13.2765957446809	ENST00000392662	ENSG00000136518	ACTL6A
NM_178043	3979	8.12	3.2258064516129	ENST00000512292	ENSG00000138709	LARP1B
NM_178120	2403	13.89	2.46913580246914	ENST00000361725	ENSG00000144355	DLX1
NM_178122	2539	1.44	2.8169014084507	ENST00000003583	ENSG00000001460	STPG1
NM_178123	3234	7.57	2.94117647058824	ENST00000428443	ENSG00000187231	SESTD1
NM_178124	1404	4.33	2.46913580246914	ENST00000393985	ENSG00000197620	EOLA1
NM_178126	3779	31.74	6.96774193548387	ENST00000309428	ENSG00000141699	RETREG3
NM_178130	2133	7.19	2.5	ENST00000383180	ENSG00000181322	NME9
NM_178136	3435	70.58	4.96969696969697	ENST00000348657	ENSG00000100227	POLDIP3
NM_178148	2057	61.41	13.0588235294118	ENST00000393812	ENSG00000157593	SLC35B2
NM_178150	3727	17.73	4	ENST00000362091	ENSG00000134452	FBH1
NM_178155	3775	4.19	5.48148148148148	ENST00000360689	ENSG00000033170	FUT8
NM_178156	3775	4.19	5.48148148148148	ENST00000394586	ENSG00000033170	FUT8
NM_178167	3210	45.37	6.07407407407407	ENST00000562103	ENSG00000167962	ZNF598
NM_178169	1337	54.42	3.7037037037037	ENST00000542104	ENSG00000153179	RASSF3
NM_178170	2858	1.24	2.85714285714286	ENST00000268766	ENSG00000160602	NEK8
NM_178221	1822	6.45	2.77777777777778	ENST00000371120	ENSG00000125703	ATG4C
NM_178229	6069	12.67	3.57142857142857	ENST00000361170	ENSG00000183856	IQGAP3
NM_178237	3582	4.2	5.71428571428571	ENST00000349598	ENSG00000090989	EXOC1
NM_178238	3632	28.99	2.56410256410256	ENST00000609309	ENSG00000121716	PILRB
NM_178270	2605	5.18	5.33333333333333	ENST00000345734	ENSG00000101844	ATG4A
NM_178271	2605	5.18	5.33333333333333	ENST00000372232	ENSG00000101844	ATG4A
NM_178276	1907	9.91	7.31034482758621	ENST00000509193	ENSG00000164300	SERINC5
NM_178313	10238	49.66	15.2727272727273	ENST00000333896	ENSG00000115306	SPTBN1
NM_178314	2100	16.5	3.33333333333333	ENST00000376874	ENSG00000188026	RILPL1
NM_178324	2780	31.9	10.4615384615385	ENST00000337841	ENSG00000090054	SPTLC1
NM_178331	423	1.34	2.22222222222222	ENST00000359100	ENSG00000125787	GNRH2
NM_178332	423	1.34	2.22222222222222	ENST00000380346	ENSG00000125787	GNRH2
NM_178335	2454	8.25	8.19047619047619	ENST00000392455	ENSG00000152492	CCDC50
NM_178336	1297	8.85	12	ENST00000355151	ENSG00000172590	MRPL52
NM_178422	3058	7.7	2.66666666666667	ENST00000675840	ENSG00000182749	PAQR7
NM_178427	4846	18.16	8.125	ENST00000505755	ENSG00000143437	ARNT
NM_178432	2368	3.5	2.85714285714286	ENST00000336654	ENSG00000156345	CDK20
NM_178439	2402	9.64	3.17460317460317	ENST00000282570	ENSG00000087338	GMCL1
NM_178441	4405	3.59	2.32558139534884	ENST00000394207	ENSG00000165861	ZFYVE1
NM_178443	2506	1.26	4.59259259259259	ENST00000279227	ENSG00000149781	FERMT3
NM_178448	3651	50.94	6.58823529411765	ENST00000409687	ENSG00000186193	SAPCD2
NM_178450	1816	6.8	2.24719101123596	ENST00000308660	ENSG00000173926	MARCHF3
NM_178454	1761	18.3	10.4347826086957	ENST00000539140	ENSG00000156171	DRAM2
NM_178496	3381	8.99	2.29885057471264	ENST00000392452	ENSG00000180611	MB21D2
NM_178502	2029	16.12	5.6	ENST00000337737	ENSG00000178498	DTX3
NM_178507	1957	9.32	10.2222222222222	ENST00000328965	ENSG00000184232	OAF
NM_178508	1244	5.34	6.64	ENST00000481533	ENSG00000186577	SMIM29
NM_178509	6046	4.02	3.77358490566038	ENST00000376352	ENSG00000166263	STXBP4
NM_178517	2255	4.19	3.50877192982456	ENST00000631508	nan	nan
NM_178517	2255	4.19	3.50877192982456	ENST00000614443	ENSG00000277161	PIGW
NM_178518	1996	11.36	2.38095238095238	ENST00000323206	ENSG00000181284	TMEM102
NM_178518	1996	11.36	2.38095238095238	ENST00000638427	nan	nan
NM_178523	3070	4.05	2.22222222222222	ENST00000600228	ENSG00000204611	ZNF616
NM_178526	3162	3.47	2.7027027027027	ENST00000318596	ENSG00000181035	SLC25A42
NM_178537	3120	12.21	7.125	ENST00000329962	ENSG00000182272	B4GALNT4
NM_178544	4566	1.09	2.12765957446809	ENST00000347077	ENSG00000187187	ZNF546
NM_178544	4566	1.09	2.12765957446809	ENST00000626389	nan	nan
NM_178545	971	1.39	18.6122448979592	ENST00000310991	ENSG00000178821	TMEM52
NM_178547	717	14.12	3.44827586206897	ENST00000468695	ENSG00000176261	ZBTB8OS
NM_178548	2201	3.06	2.32558139534884	ENST00000373235	ENSG00000116819	TFAP2E
NM_178549	2583	6.31	2.27272727272727	ENST00000440339	ENSG00000181450	ZNF678
